"","Returned","Order ID","Row ID","Order Date","Ship Date","Ship Mode","Customer ID","Customer Name","Segment","Country/Region","City","State","Postal Code","Region","Product ID","Category","Sub-Category","Product Name","Sales","Quantity","Discount","Profit"
"861",1,"CA-2019-157770",3291,2019-12-13,2019-12-15,"First Class","RD-19585","Rob Dowd","Consumer","United States","Temecula","California",92592,"West","TEC-AC-10003399","Technology","Accessories","Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive",36.24,1,0,15.2208
"862",1,"CA-2019-157770",3288,2019-12-13,2019-12-15,"First Class","RD-19585","Rob Dowd","Consumer","United States","Temecula","California",92592,"West","TEC-PH-10001530","Technology","Phones","Plantronics Voyager Pro Legend",494.376,3,0.2,49.4376
"863",1,"CA-2019-157770",3289,2019-12-13,2019-12-15,"First Class","RD-19585","Rob Dowd","Consumer","United States","Temecula","California",92592,"West","OFF-BI-10000050","Office Supplies","Binders","Angle-D Binders with Locking Rings, Label Holders",29.2,5,0.2,9.855
"864",1,"CA-2019-157770",3290,2019-12-13,2019-12-15,"First Class","RD-19585","Rob Dowd","Consumer","United States","Temecula","California",92592,"West","TEC-AC-10001552","Technology","Accessories","Logitech K350 2.4Ghz Wireless Keyboard",248.85,5,0,27.3735
"865",1,"CA-2019-157770",3291,2019-12-13,2019-12-15,"First Class","RD-19585","Rob Dowd","Consumer","United States","Temecula","California",92592,"West","TEC-AC-10003399","Technology","Accessories","Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive",36.24,1,0,15.2208
"866",1,"CA-2019-157812",520,2019-03-22,2019-03-26,"Standard Class","DB-13210","Dean Braden","Consumer","United States","Houston","Texas",77041,"Central","TEC-AC-10000171","Technology","Accessories","Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",18.392,1,0.2,5.2877
"867",1,"CA-2019-157812",521,2019-03-22,2019-03-26,"Standard Class","DB-13210","Dean Braden","Consumer","United States","Houston","Texas",77041,"Central","OFF-ST-10000736","Office Supplies","Storage","Carina Double Wide Media Storage Towers in Natural & Black",129.568,2,0.2,-25.9136
"868",1,"CA-2019-157812",522,2019-03-22,2019-03-26,"Standard Class","DB-13210","Dean Braden","Consumer","United States","Houston","Texas",77041,"Central","OFF-BI-10000285","Office Supplies","Binders","XtraLife ClearVue Slant-D Ring Binders by Cardinal",14.112,9,0.8,-21.168
"869",1,"CA-2019-157812",520,2019-03-22,2019-03-26,"Standard Class","DB-13210","Dean Braden","Consumer","United States","Houston","Texas",77041,"Central","TEC-AC-10000171","Technology","Accessories","Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",18.392,1,0.2,5.2877
"870",1,"CA-2019-157812",521,2019-03-22,2019-03-26,"Standard Class","DB-13210","Dean Braden","Consumer","United States","Houston","Texas",77041,"Central","OFF-ST-10000736","Office Supplies","Storage","Carina Double Wide Media Storage Towers in Natural & Black",129.568,2,0.2,-25.9136
"871",1,"CA-2019-157812",522,2019-03-22,2019-03-26,"Standard Class","DB-13210","Dean Braden","Consumer","United States","Houston","Texas",77041,"Central","OFF-BI-10000285","Office Supplies","Binders","XtraLife ClearVue Slant-D Ring Binders by Cardinal",14.112,9,0.8,-21.168
"872",1,"CA-2019-157812",520,2019-03-22,2019-03-26,"Standard Class","DB-13210","Dean Braden","Consumer","United States","Houston","Texas",77041,"Central","TEC-AC-10000171","Technology","Accessories","Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",18.392,1,0.2,5.2877
"873",1,"CA-2019-157812",521,2019-03-22,2019-03-26,"Standard Class","DB-13210","Dean Braden","Consumer","United States","Houston","Texas",77041,"Central","OFF-ST-10000736","Office Supplies","Storage","Carina Double Wide Media Storage Towers in Natural & Black",129.568,2,0.2,-25.9136
"874",1,"CA-2019-157812",522,2019-03-22,2019-03-26,"Standard Class","DB-13210","Dean Braden","Consumer","United States","Houston","Texas",77041,"Central","OFF-BI-10000285","Office Supplies","Binders","XtraLife ClearVue Slant-D Ring Binders by Cardinal",14.112,9,0.8,-21.168
"875",1,"CA-2019-161627",5164,2019-07-06,2019-07-11,"Standard Class","SJ-20215","Sarah Jordon","Consumer","United States","Pasadena","California",91104,"West","FUR-CH-10003968","Furniture","Chairs","Novimex Turbo Task Chair",170.352,3,0.2,-17.0352
"876",1,"CA-2019-162166",5057,2019-09-08,2019-09-11,"First Class","NM-18520","Neoma Murray","Consumer","United States","Moreno Valley","California",92553,"West","OFF-PA-10002606","Office Supplies","Paper","Xerox 1928",26.4,5,0,11.88
"877",1,"CA-2019-162166",5058,2019-09-08,2019-09-11,"First Class","NM-18520","Neoma Murray","Consumer","United States","Moreno Valley","California",92553,"West","OFF-ST-10002486","Office Supplies","Storage","Eldon Shelf Savers Cubes and Bins",41.88,6,0,0.837599999999998
"878",1,"CA-2019-162166",5057,2019-09-08,2019-09-11,"First Class","NM-18520","Neoma Murray","Consumer","United States","Moreno Valley","California",92553,"West","OFF-PA-10002606","Office Supplies","Paper","Xerox 1928",26.4,5,0,11.88
"879",1,"CA-2019-162166",5058,2019-09-08,2019-09-11,"First Class","NM-18520","Neoma Murray","Consumer","United States","Moreno Valley","California",92553,"West","OFF-ST-10002486","Office Supplies","Storage","Eldon Shelf Savers Cubes and Bins",41.88,6,0,0.837599999999998
"880",1,"CA-2019-164882",2108,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","OFF-PA-10000157","Office Supplies","Paper","Xerox 191",19.98,1,0,9.3906
"881",1,"CA-2019-164882",2109,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","OFF-BI-10004519","Office Supplies","Binders","GBC DocuBind P100 Manual Binding Machine",398.352,3,0.2,124.485
"882",1,"CA-2019-164882",2110,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","OFF-AR-10004272","Office Supplies","Art","Newell 308",5.04,3,0,1.26
"883",1,"CA-2019-164882",2111,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","OFF-FA-10000585","Office Supplies","Fasteners","OIC Bulk Pack Metal Binder Clips",17.45,5,0,8.027
"884",1,"CA-2019-164882",2112,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","FUR-CH-10004218","Furniture","Chairs","Global Fabric Manager's Chair, Dark Gray",323.136,4,0.2,20.196
"885",1,"CA-2019-164882",2113,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","OFF-SU-10004231","Office Supplies","Supplies","Acme Tagit Stainless Steel Antibacterial Scissors",29.7,3,0,8.019
"886",1,"CA-2019-164882",2114,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","TEC-PH-10001578","Technology","Phones","Polycom SoundStation2 EX Conference phone",1295.84,4,0.2,145.782
"887",1,"CA-2019-164882",2115,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","OFF-ST-10003638","Office Supplies","Storage","Mobile Personal File Cube",46.84,2,0,12.6468
"888",1,"CA-2019-164882",2116,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","FUR-BO-10002213","Furniture","Bookcases","DMI Eclipse Executive Suite Bookcases",425.833,1,0.15,20.0392
"889",1,"CA-2019-164882",2108,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","OFF-PA-10000157","Office Supplies","Paper","Xerox 191",19.98,1,0,9.3906
"890",1,"CA-2019-164882",2109,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","OFF-BI-10004519","Office Supplies","Binders","GBC DocuBind P100 Manual Binding Machine",398.352,3,0.2,124.485
"891",1,"CA-2019-164882",2110,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","OFF-AR-10004272","Office Supplies","Art","Newell 308",5.04,3,0,1.26
"892",1,"CA-2019-164882",2111,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","OFF-FA-10000585","Office Supplies","Fasteners","OIC Bulk Pack Metal Binder Clips",17.45,5,0,8.027
"893",1,"CA-2019-164882",2112,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","FUR-CH-10004218","Furniture","Chairs","Global Fabric Manager's Chair, Dark Gray",323.136,4,0.2,20.196
"894",1,"CA-2019-164882",2113,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","OFF-SU-10004231","Office Supplies","Supplies","Acme Tagit Stainless Steel Antibacterial Scissors",29.7,3,0,8.019
"895",1,"CA-2019-164882",2114,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","TEC-PH-10001578","Technology","Phones","Polycom SoundStation2 EX Conference phone",1295.84,4,0.2,145.782
"896",1,"CA-2019-164882",2115,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","OFF-ST-10003638","Office Supplies","Storage","Mobile Personal File Cube",46.84,2,0,12.6468
"897",1,"CA-2019-164882",2116,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","FUR-BO-10002213","Furniture","Bookcases","DMI Eclipse Executive Suite Bookcases",425.833,1,0.15,20.0392
"898",1,"CA-2019-164882",2108,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","OFF-PA-10000157","Office Supplies","Paper","Xerox 191",19.98,1,0,9.3906
"899",1,"CA-2019-164882",2109,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","OFF-BI-10004519","Office Supplies","Binders","GBC DocuBind P100 Manual Binding Machine",398.352,3,0.2,124.485
"900",1,"CA-2019-164882",2110,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","OFF-AR-10004272","Office Supplies","Art","Newell 308",5.04,3,0,1.26
"901",1,"CA-2019-164882",2111,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","OFF-FA-10000585","Office Supplies","Fasteners","OIC Bulk Pack Metal Binder Clips",17.45,5,0,8.027
"902",1,"CA-2019-164882",2112,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","FUR-CH-10004218","Furniture","Chairs","Global Fabric Manager's Chair, Dark Gray",323.136,4,0.2,20.196
"903",1,"CA-2019-164882",2113,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","OFF-SU-10004231","Office Supplies","Supplies","Acme Tagit Stainless Steel Antibacterial Scissors",29.7,3,0,8.019
"904",1,"CA-2019-164882",2114,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","TEC-PH-10001578","Technology","Phones","Polycom SoundStation2 EX Conference phone",1295.84,4,0.2,145.782
"905",1,"CA-2019-164882",2115,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","OFF-ST-10003638","Office Supplies","Storage","Mobile Personal File Cube",46.84,2,0,12.6468
"906",1,"CA-2019-164882",2116,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","FUR-BO-10002213","Furniture","Bookcases","DMI Eclipse Executive Suite Bookcases",425.833,1,0.15,20.0392
"907",1,"CA-2019-164882",2108,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","OFF-PA-10000157","Office Supplies","Paper","Xerox 191",19.98,1,0,9.3906
"908",1,"CA-2019-164882",2109,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","OFF-BI-10004519","Office Supplies","Binders","GBC DocuBind P100 Manual Binding Machine",398.352,3,0.2,124.485
"909",1,"CA-2019-164882",2110,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","OFF-AR-10004272","Office Supplies","Art","Newell 308",5.04,3,0,1.26
"910",1,"CA-2019-164882",2111,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","OFF-FA-10000585","Office Supplies","Fasteners","OIC Bulk Pack Metal Binder Clips",17.45,5,0,8.027
"911",1,"CA-2019-164882",2112,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","FUR-CH-10004218","Furniture","Chairs","Global Fabric Manager's Chair, Dark Gray",323.136,4,0.2,20.196
"912",1,"CA-2019-164882",2113,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","OFF-SU-10004231","Office Supplies","Supplies","Acme Tagit Stainless Steel Antibacterial Scissors",29.7,3,0,8.019
"913",1,"CA-2019-164882",2114,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","TEC-PH-10001578","Technology","Phones","Polycom SoundStation2 EX Conference phone",1295.84,4,0.2,145.782
"914",1,"CA-2019-164882",2115,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","OFF-ST-10003638","Office Supplies","Storage","Mobile Personal File Cube",46.84,2,0,12.6468
"915",1,"CA-2019-164882",2116,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","FUR-BO-10002213","Furniture","Bookcases","DMI Eclipse Executive Suite Bookcases",425.833,1,0.15,20.0392
"916",1,"CA-2019-164882",2108,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","OFF-PA-10000157","Office Supplies","Paper","Xerox 191",19.98,1,0,9.3906
"917",1,"CA-2019-164882",2109,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","OFF-BI-10004519","Office Supplies","Binders","GBC DocuBind P100 Manual Binding Machine",398.352,3,0.2,124.485
"918",1,"CA-2019-164882",2110,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","OFF-AR-10004272","Office Supplies","Art","Newell 308",5.04,3,0,1.26
"919",1,"CA-2019-164882",2111,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","OFF-FA-10000585","Office Supplies","Fasteners","OIC Bulk Pack Metal Binder Clips",17.45,5,0,8.027
"920",1,"CA-2019-164882",2112,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","FUR-CH-10004218","Furniture","Chairs","Global Fabric Manager's Chair, Dark Gray",323.136,4,0.2,20.196
"921",1,"CA-2019-164882",2113,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","OFF-SU-10004231","Office Supplies","Supplies","Acme Tagit Stainless Steel Antibacterial Scissors",29.7,3,0,8.019
"922",1,"CA-2019-164882",2114,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","TEC-PH-10001578","Technology","Phones","Polycom SoundStation2 EX Conference phone",1295.84,4,0.2,145.782
"923",1,"CA-2019-164882",2115,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","OFF-ST-10003638","Office Supplies","Storage","Mobile Personal File Cube",46.84,2,0,12.6468
"924",1,"CA-2019-164882",2116,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","FUR-BO-10002213","Furniture","Bookcases","DMI Eclipse Executive Suite Bookcases",425.833,1,0.15,20.0392
"925",1,"CA-2019-164882",2108,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","OFF-PA-10000157","Office Supplies","Paper","Xerox 191",19.98,1,0,9.3906
"926",1,"CA-2019-164882",2109,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","OFF-BI-10004519","Office Supplies","Binders","GBC DocuBind P100 Manual Binding Machine",398.352,3,0.2,124.485
"927",1,"CA-2019-164882",2110,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","OFF-AR-10004272","Office Supplies","Art","Newell 308",5.04,3,0,1.26
"928",1,"CA-2019-164882",2111,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","OFF-FA-10000585","Office Supplies","Fasteners","OIC Bulk Pack Metal Binder Clips",17.45,5,0,8.027
"929",1,"CA-2019-164882",2112,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","FUR-CH-10004218","Furniture","Chairs","Global Fabric Manager's Chair, Dark Gray",323.136,4,0.2,20.196
"930",1,"CA-2019-164882",2113,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","OFF-SU-10004231","Office Supplies","Supplies","Acme Tagit Stainless Steel Antibacterial Scissors",29.7,3,0,8.019
"931",1,"CA-2019-164882",2114,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","TEC-PH-10001578","Technology","Phones","Polycom SoundStation2 EX Conference phone",1295.84,4,0.2,145.782
"932",1,"CA-2019-164882",2115,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","OFF-ST-10003638","Office Supplies","Storage","Mobile Personal File Cube",46.84,2,0,12.6468
"933",1,"CA-2019-164882",2116,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","FUR-BO-10002213","Furniture","Bookcases","DMI Eclipse Executive Suite Bookcases",425.833,1,0.15,20.0392
"934",1,"CA-2019-164882",2108,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","OFF-PA-10000157","Office Supplies","Paper","Xerox 191",19.98,1,0,9.3906
"935",1,"CA-2019-164882",2109,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","OFF-BI-10004519","Office Supplies","Binders","GBC DocuBind P100 Manual Binding Machine",398.352,3,0.2,124.485
"936",1,"CA-2019-164882",2110,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","OFF-AR-10004272","Office Supplies","Art","Newell 308",5.04,3,0,1.26
"937",1,"CA-2019-164882",2111,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","OFF-FA-10000585","Office Supplies","Fasteners","OIC Bulk Pack Metal Binder Clips",17.45,5,0,8.027
"938",1,"CA-2019-164882",2112,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","FUR-CH-10004218","Furniture","Chairs","Global Fabric Manager's Chair, Dark Gray",323.136,4,0.2,20.196
"939",1,"CA-2019-164882",2113,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","OFF-SU-10004231","Office Supplies","Supplies","Acme Tagit Stainless Steel Antibacterial Scissors",29.7,3,0,8.019
"940",1,"CA-2019-164882",2114,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","TEC-PH-10001578","Technology","Phones","Polycom SoundStation2 EX Conference phone",1295.84,4,0.2,145.782
"941",1,"CA-2019-164882",2115,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","OFF-ST-10003638","Office Supplies","Storage","Mobile Personal File Cube",46.84,2,0,12.6468
"942",1,"CA-2019-164882",2116,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","FUR-BO-10002213","Furniture","Bookcases","DMI Eclipse Executive Suite Bookcases",425.833,1,0.15,20.0392
"943",1,"CA-2019-164882",2108,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","OFF-PA-10000157","Office Supplies","Paper","Xerox 191",19.98,1,0,9.3906
"944",1,"CA-2019-164882",2109,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","OFF-BI-10004519","Office Supplies","Binders","GBC DocuBind P100 Manual Binding Machine",398.352,3,0.2,124.485
"945",1,"CA-2019-164882",2110,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","OFF-AR-10004272","Office Supplies","Art","Newell 308",5.04,3,0,1.26
"946",1,"CA-2019-164882",2111,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","OFF-FA-10000585","Office Supplies","Fasteners","OIC Bulk Pack Metal Binder Clips",17.45,5,0,8.027
"947",1,"CA-2019-164882",2112,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","FUR-CH-10004218","Furniture","Chairs","Global Fabric Manager's Chair, Dark Gray",323.136,4,0.2,20.196
"948",1,"CA-2019-164882",2113,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","OFF-SU-10004231","Office Supplies","Supplies","Acme Tagit Stainless Steel Antibacterial Scissors",29.7,3,0,8.019
"949",1,"CA-2019-164882",2114,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","TEC-PH-10001578","Technology","Phones","Polycom SoundStation2 EX Conference phone",1295.84,4,0.2,145.782
"950",1,"CA-2019-164882",2115,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","OFF-ST-10003638","Office Supplies","Storage","Mobile Personal File Cube",46.84,2,0,12.6468
"951",1,"CA-2019-164882",2116,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","FUR-BO-10002213","Furniture","Bookcases","DMI Eclipse Executive Suite Bookcases",425.833,1,0.15,20.0392
"952",1,"CA-2019-164882",2108,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","OFF-PA-10000157","Office Supplies","Paper","Xerox 191",19.98,1,0,9.3906
"953",1,"CA-2019-164882",2109,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","OFF-BI-10004519","Office Supplies","Binders","GBC DocuBind P100 Manual Binding Machine",398.352,3,0.2,124.485
"954",1,"CA-2019-164882",2110,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","OFF-AR-10004272","Office Supplies","Art","Newell 308",5.04,3,0,1.26
"955",1,"CA-2019-164882",2111,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","OFF-FA-10000585","Office Supplies","Fasteners","OIC Bulk Pack Metal Binder Clips",17.45,5,0,8.027
"956",1,"CA-2019-164882",2112,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","FUR-CH-10004218","Furniture","Chairs","Global Fabric Manager's Chair, Dark Gray",323.136,4,0.2,20.196
"957",1,"CA-2019-164882",2113,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","OFF-SU-10004231","Office Supplies","Supplies","Acme Tagit Stainless Steel Antibacterial Scissors",29.7,3,0,8.019
"958",1,"CA-2019-164882",2114,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","TEC-PH-10001578","Technology","Phones","Polycom SoundStation2 EX Conference phone",1295.84,4,0.2,145.782
"959",1,"CA-2019-164882",2115,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","OFF-ST-10003638","Office Supplies","Storage","Mobile Personal File Cube",46.84,2,0,12.6468
"960",1,"CA-2019-164882",2116,2019-10-31,2019-10-31,"Same Day","SG-20080","Sandra Glassco","Consumer","United States","Redlands","California",92374,"West","FUR-BO-10002213","Furniture","Bookcases","DMI Eclipse Executive Suite Bookcases",425.833,1,0.15,20.0392
"961",1,"CA-2019-168480",3031,2019-09-21,2019-09-27,"Standard Class","DM-12955","Dario Medina","Corporate","United States","Lincoln Park","Michigan",48146,"Central","FUR-BO-10000468","Furniture","Bookcases","O'Sullivan 2-Shelf Heavy-Duty Bookcases",194.32,4,0,31.0912
"962",1,"CA-2019-168480",3032,2019-09-21,2019-09-27,"Standard Class","DM-12955","Dario Medina","Corporate","United States","Lincoln Park","Michigan",48146,"Central","OFF-AR-10001044","Office Supplies","Art","BOSTON Ranger #55 Pencil Sharpener, Black",25.99,1,0,7.5371
"963",1,"CA-2019-168480",3031,2019-09-21,2019-09-27,"Standard Class","DM-12955","Dario Medina","Corporate","United States","Lincoln Park","Michigan",48146,"Central","FUR-BO-10000468","Furniture","Bookcases","O'Sullivan 2-Shelf Heavy-Duty Bookcases",194.32,4,0,31.0912
"964",1,"CA-2019-168480",3032,2019-09-21,2019-09-27,"Standard Class","DM-12955","Dario Medina","Corporate","United States","Lincoln Park","Michigan",48146,"Central","OFF-AR-10001044","Office Supplies","Art","BOSTON Ranger #55 Pencil Sharpener, Black",25.99,1,0,7.5371
"965",1,"CA-2019-168564",2931,2019-08-08,2019-08-08,"Same Day","TT-21220","Thomas Thornton","Consumer","United States","San Francisco","California",94109,"West","OFF-BI-10004970","Office Supplies","Binders","ACCOHIDE 3-Ring Binder, Blue, 1""",6.608,2,0.2,2.2302
"966",1,"CA-2019-168564",2932,2019-08-08,2019-08-08,"Same Day","TT-21220","Thomas Thornton","Consumer","United States","San Francisco","California",94109,"West","OFF-BI-10002557","Office Supplies","Binders","Presstex Flexible Ring Binders",7.28,2,0.2,2.73
"967",1,"CA-2019-168564",2933,2019-08-08,2019-08-08,"Same Day","TT-21220","Thomas Thornton","Consumer","United States","San Francisco","California",94109,"West","FUR-CH-10000785","Furniture","Chairs","Global Ergonomic Managers Chair",144.784,1,0.2,10.8588
"968",1,"CA-2019-168564",2931,2019-08-08,2019-08-08,"Same Day","TT-21220","Thomas Thornton","Consumer","United States","San Francisco","California",94109,"West","OFF-BI-10004970","Office Supplies","Binders","ACCOHIDE 3-Ring Binder, Blue, 1""",6.608,2,0.2,2.2302
